"Currency","Trans Type","Settle State","Tran #","Device","Location","Asset #","Date","Card Type","Amount","AP Code","Details"
"United States Dollars","Credit (EMV Contactless)","Settled",20110518523,"VK200014795","Marquette Fitness","TBD","03/13/2025 11:55:35 AM","MasterCard (EMV Contactless)","$3.70","048357","33($2.00), 23($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110537574,"VK200014795","Marquette Fitness","TBD","03/13/2025 11:59:14 AM","Visa (EMV Contactless)","$2.10","045812","44($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110632147,"VK200014795","Marquette Fitness","TBD","03/13/2025 12:04:31 PM","Visa (EMV Contactless)","$4.20","244059","52($2.00), 44($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111036200,"VK200014795","Marquette Fitness","TBD","03/13/2025 01:03:07 PM","MasterCard (EMV Contactless)","$4.20","030222","52($2.00), 31($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112099852,"VK200014795","Marquette Fitness","TBD","03/13/2025 03:36:27 PM","MasterCard (EMV Contactless)","$3.20","031313","63($1.50), 12($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112105454,"VK200014795","Marquette Fitness","TBD","03/13/2025 03:37:22 PM","MasterCard (EMV Contactless)","$3.10","053703","43($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112143237,"VK200014795","Marquette Fitness","TBD","03/13/2025 03:43:49 PM","MasterCard (EMV Contactless)","$1.60","031314","63($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112607742,"VK200014795","Marquette Fitness","TBD","03/13/2025 05:09:26 PM","Visa (EMV Contactless)","$2.10","022767","44($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112836766,"VK200014795","Marquette Fitness","TBD","03/13/2025 05:58:59 PM","MasterCard (EMV Contactless)","$3.70","46940Z","61($1.50), 41($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20109132843,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 08:28:39 AM","Cash","$2.00",,"C6($2.00)"
"United States Dollars","Cash","Processed",20109230361,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 08:47:52 AM","Cash","$2.00",,"A3($2.00)"
"United States Dollars","Cash","Processed",20109233436,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 08:48:28 AM","Cash","$2.00",,"E6($2.00)"
"United States Dollars","Cash","Processed",20109529604,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 09:38:51 AM","Cash","$2.00",,"D7($2.00)"
"United States Dollars","Cash","Processed",20110413070,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 11:42:12 AM","Cash","$2.00",,"A5($2.00)"
"United States Dollars","Cash","Processed",20110562195,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 12:01:09 PM","Cash","$2.00",,"C5($2.00)"
"United States Dollars","Cash","Processed",20112576991,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 05:03:58 PM","Cash","$3.50",,"A9($3.50)"
"United States Dollars","Credit","Settled",20110417260,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 11:42:50 AM","Visa (Swiped)","$2.10","239544","D7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20110446482,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 11:46:31 AM","American Express (Swiped)","$2.10","519894","E5($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20111691453,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 02:33:53 PM","Visa (Apple Pay Cash EMV)","$3.60","392477","A6($3.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109224802,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 08:46:28 AM","Visa (Apple Pay EMV)","$2.10","062133","E8($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109258182,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 08:53:05 AM","Visa (Apple Pay EMV)","$4.20","07513C","C4($2.00), C4($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109742760,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 10:12:32 AM","Visa (Apple Pay EMV)","$2.10","06677D","B5($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110473544,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 11:50:09 AM","MasterCard (Apple Pay EMV)","$2.10","015004","C3($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111745464,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 02:41:42 PM","MasterCard (Apple Pay EMV)","$2.10","62462P","D7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111998229,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 03:19:53 PM","MasterCard (Apple Pay EMV)","$2.10","30339Z","B8($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112362039,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 04:22:22 PM","Visa (Apple Pay EMV)","$3.60","027035","A8($3.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112656707,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 05:19:53 PM","Visa (Apple Pay EMV)","$2.10","08349D","B4($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112702539,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 05:29:47 PM","Visa (Apple Pay EMV)","$2.10","093874","C3($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108870831,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 07:31:47 AM","Visa (EMV Contactless)","$2.10","073143","D6($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109035626,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 08:08:23 AM","Visa (EMV Contactless)","$2.10","183747","C6($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109540433,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 09:40:38 AM","Visa (EMV Contactless)","$2.10","00670D","B7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110520213,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 11:56:40 AM","Visa (EMV Contactless)","$2.10","467012","E9($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111029972,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 01:02:28 PM","MasterCard (EMV Contactless)","$2.10","030223","E1($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112569045,"VK200014797","Marquette HS - Beverage","TBD","03/13/2025 05:02:35 PM","MasterCard (EMV Contactless)","$2.10","070229","B5($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20109536170,"VK200014799","Marlo Warehouse","TBD","03/13/2025 09:40:02 AM","Cash","$1.00",,"A01($1.00)"
"United States Dollars","Cash","Processed",20110653257,"VK200014799","Marlo Warehouse","TBD","03/13/2025 12:11:36 PM","Cash","$1.00",,"C07($1.00)"
"United States Dollars","Cash","Processed",20110656521,"VK200014799","Marlo Warehouse","TBD","03/13/2025 12:11:50 PM","Cash","$1.00",,"B01($1.00)"
"United States Dollars","Cash","Processed",20111301321,"VK200014799","Marlo Warehouse","TBD","03/13/2025 01:40:06 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109524497,"VK200014799","Marlo Warehouse","TBD","03/13/2025 09:37:44 AM","Visa (EMV Contactless)","$2.10","093732","A20($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110523433,"VK200014799","Marlo Warehouse","TBD","03/13/2025 11:56:36 AM","Visa (EMV Contactless)","$1.60","113165","A07($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110707203,"VK200014799","Marlo Warehouse","TBD","03/13/2025 12:18:14 PM","Visa (EMV Contactless)","$2.70","247690","C10($1.00), A09($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20113194510,"VK200014800","REAL School","TBD","03/13/2025 07:24:46 PM","Visa (Apple Pay Cash EMV)","$3.30","186826","70($1.00), 006E($1.00), 70($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112554513,"VK200014800","REAL School","TBD","03/13/2025 04:59:49 PM","Visa (EMV Contactless)","$1.60","015917","0092($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112980063,"VK200014800","REAL School","TBD","03/13/2025 06:31:13 PM","Visa (EMV Contactless)","$1.10","043119","70($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112996040,"VK200014800","REAL School","TBD","03/13/2025 06:34:55 PM","Visa (EMV Contactless)","$4.30","093419","007A($1.00), 0098($2.00), 0082($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113149167,"VK200014800","REAL School","TBD","03/13/2025 07:12:10 PM","Visa (EMV Contactless)","$1.10","011220","76($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20107636665,"VK200014801","Pettit Lockers","TBD","03/12/2025 08:50:39 PM","Cash","$2.00",,"43($2.00)"
"United States Dollars","Cash","Processed",20111696193,"VK200014801","Pettit Lockers","TBD","03/13/2025 02:34:40 PM","Cash","$3.00",,"23($3.00)"
"United States Dollars","Cash","Processed",20113051474,"VK200014801","Pettit Lockers","TBD","03/13/2025 06:49:08 PM","Cash","$1.50",,"22($1.50)"
"United States Dollars","Cash","Processed",20113309634,"VK200014801","Pettit Lockers","TBD","03/13/2025 07:57:53 PM","Cash","$1.50",,"22($1.50)"
"United States Dollars","Credit","Settled",20111367665,"VK200014801","Pettit Lockers","TBD","03/13/2025 01:49:16 PM","Visa (Swiped)","$2.10","272708","45($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20107563628,"VK200014801","Pettit Lockers","TBD","03/12/2025 08:26:11 PM","Visa (EMV Contactless)","$4.70","922631","23($3.00), 52($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112227306,"VK200014801","Pettit Lockers","TBD","03/13/2025 03:58:30 PM","Visa (EMV Contactless)","$5.20","02580D","46($2.00), 23($3.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112752254,"VK200014801","Pettit Lockers","TBD","03/13/2025 05:39:57 PM","MasterCard (EMV Contactless)","$1.60","47960P","44($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112804845,"VK200014801","Pettit Lockers","TBD","03/13/2025 05:51:43 PM","MasterCard (EMV Contactless)","$2.10","03661B","43($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112985198,"VK200014801","Pettit Lockers","TBD","03/13/2025 06:32:38 PM","MasterCard (EMV Contactless)","$2.10","083217","46($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112988651,"VK200014801","Pettit Lockers","TBD","03/13/2025 06:33:30 PM","MasterCard (EMV Contactless)","$2.10","083312","42($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113019500,"VK200014801","Pettit Lockers","TBD","03/13/2025 06:40:33 PM","Visa (EMV Contactless)","$1.60","00055D","22($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113135427,"VK200014801","Pettit Lockers","TBD","03/13/2025 07:08:43 PM","Visa (EMV Contactless)","$1.60","04602D","51($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113138846,"VK200014801","Pettit Lockers","TBD","03/13/2025 07:09:37 PM","Visa (EMV Contactless)","$1.60","07568D","61($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113149758,"VK200014801","Pettit Lockers","TBD","03/13/2025 07:12:33 PM","MasterCard (EMV Contactless)","$2.10","57792P","45($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113154195,"VK200014801","Pettit Lockers","TBD","03/13/2025 07:13:46 PM","Visa (EMV Contactless)","$3.10","041320","23($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113156896,"VK200014801","Pettit Lockers","TBD","03/13/2025 07:14:42 PM","Visa (EMV Contactless)","$1.60","091421","62($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20112245678,"VK200014802","Pettit Lobby","TBD","03/13/2025 04:01:50 PM","Cash","$1.50",,"62($1.50)"
"United States Dollars","Cash","Processed",20113169648,"VK200014802","Pettit Lobby","TBD","03/13/2025 07:18:15 PM","Cash","$1.50",,"51($1.50)"
"United States Dollars","Credit","Settled",20111179068,"VK200014802","Pettit Lobby","TBD","03/13/2025 01:22:43 PM","Visa (Swiped)","$2.10","265780","42($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20113103784,"VK200014802","Pettit Lobby","TBD","03/13/2025 07:02:00 PM","MasterCard (Swiped)","$7.80","526579","12($1.50), 23($3.00), 34($3.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20107735032,"VK200014802","Pettit Lobby","TBD","03/12/2025 09:24:04 PM","Visa (EMV Contactless)","$2.10","577165","42($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109044328,"VK200014802","Pettit Lobby","TBD","03/13/2025 08:10:05 AM","Visa (EMV Contactless)","$3.10","08292D","23($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111924253,"VK200014802","Pettit Lobby","TBD","03/13/2025 03:08:10 PM","Visa (EMV Contactless)","$4.20","677775","53($2.00), 33($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112444311,"VK200014802","Pettit Lobby","TBD","03/13/2025 04:37:47 PM","Visa (EMV Contactless)","$1.60","003717","21($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112689593,"VK200014802","Pettit Lobby","TBD","03/13/2025 05:26:44 PM","Visa (EMV Contactless)","$3.10","172623","23($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112760269,"VK200014802","Pettit Lobby","TBD","03/13/2025 05:41:41 PM","Visa (EMV Contactless)","$1.60","094118","61($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112819809,"VK200014802","Pettit Lobby","TBD","03/13/2025 05:55:10 PM","Visa (EMV Contactless)","$1.60","043761","61($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113136757,"VK200014802","Pettit Lobby","TBD","03/13/2025 07:09:12 PM","Visa (EMV Contactless)","$3.10","05543C","23($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113159018,"VK200014802","Pettit Lobby","TBD","03/13/2025 07:15:09 PM","Visa (EMV Contactless)","$3.10","03346D","34($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113276392,"VK200014802","Pettit Lobby","TBD","03/13/2025 07:47:31 PM","Visa (EMV Contactless)","$2.10","014720","45($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20107920836,"VK200014803","Cudahy Towers","TBD","03/12/2025 10:39:52 PM","Cash","$1.00",,"B1($1.00)"
"United States Dollars","Cash","Processed",20107921453,"VK200014803","Cudahy Towers","TBD","03/12/2025 10:40:11 PM","Cash","$1.00",,"D8($1.00)"
"United States Dollars","Cash","Processed",20108812937,"VK200014803","Cudahy Towers","TBD","03/13/2025 07:16:02 AM","Cash","$1.00",,"D2($1.00)"
"United States Dollars","Credit","Settled",20107517712,"VK200014803","Cudahy Towers","TBD","03/12/2025 08:11:44 PM","Visa (Swiped)","$1.10","181137","D9($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20107523409,"VK200014803","Cudahy Towers","TBD","03/12/2025 08:13:05 PM","American Express (Swiped)","$1.10","508055","B3($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20111279577,"VK200014803","Cudahy Towers","TBD","03/13/2025 01:36:50 PM","MasterCard (Swiped)","$1.10","033642","D4($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20111409350,"VK200014803","Cudahy Towers","TBD","03/13/2025 01:55:22 PM","Visa (Swiped)","$4.30","05141D","D4($1.00), C6($2.00), D7($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit","Settled",20112020914,"VK200014803","Cudahy Towers","TBD","03/13/2025 03:23:26 PM","MasterCard (Swiped)","$2.85","4ESRO6","E4($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20112811704,"VK200014803","Cudahy Towers","TBD","03/13/2025 05:53:13 PM","Visa (Swiped)","$2.20","075247","D1($1.00), B1($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108417120,"VK200014803","Cudahy Towers","TBD","03/13/2025 04:14:07 AM","Visa (EMV Contactless)","$5.55","673435","B3($1.00), B7($1.50), E6($2.75), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112682188,"VK200014803","Cudahy Towers","TBD","03/13/2025 05:25:09 PM","Discover (EMV Contactless)","$4.45","01397R","E7($2.75), B9($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20108265824,"VK200014804","Timber Ridge","TBD","03/13/2025 02:03:33 AM","Cash","$1.00",,"21($1.00)"
"United States Dollars","Cash","Processed",20108266631,"VK200014804","Timber Ridge","TBD","03/13/2025 02:03:58 AM","Cash","$1.00",,"21($1.00)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109536135,"VK200014804","Timber Ridge","TBD","03/13/2025 09:39:42 AM","Visa (Apple Pay EMV)","$3.20","093854","72($2.00), 21($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109919975,"VK200014804","Timber Ridge","TBD","03/13/2025 10:39:11 AM","Visa (Apple Pay EMV)","$2.10","965630","74($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111526653,"VK200014804","Timber Ridge","TBD","03/13/2025 02:10:23 PM","Visa (EMV Contactless)","$2.10","055730","73($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20107637552,"VK200041755","Gilmore","TBD","03/12/2025 08:50:59 PM","Cash","$1.00",,"A02($1.00)"
"United States Dollars","Cash","Processed",20109765878,"VK200041755","Gilmore","TBD","03/13/2025 10:16:20 AM","Cash","$1.00",,"B02($1.00)"
"United States Dollars","Cash","Processed",20110118804,"VK200041755","Gilmore","TBD","03/13/2025 11:05:24 AM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Cash","Processed",20110775236,"VK200041755","Gilmore","TBD","03/13/2025 12:28:05 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Cash","Processed",20110779268,"VK200041755","Gilmore","TBD","03/13/2025 12:28:28 PM","Cash","$1.50",,"C01($1.50)"
"United States Dollars","Cash","Processed",20111895164,"VK200041755","Gilmore","TBD","03/13/2025 03:04:00 PM","Cash","$1.00",,"B02($1.00)"
"United States Dollars","Cash","Processed",20111976404,"VK200041755","Gilmore","TBD","03/13/2025 03:16:29 PM","Cash","$1.00",,"B01($1.00)"
"United States Dollars","Cash","Processed",20112872231,"VK200041755","Gilmore","TBD","03/13/2025 06:06:21 PM","Cash","$3.00",,"B04($3.00)"
"United States Dollars","Cash","Processed",20112875305,"VK200041755","Gilmore","TBD","03/13/2025 06:07:05 PM","Cash","$1.00",,"A02($1.00)"
"United States Dollars","Cash","Processed",20112973862,"VK200041755","Gilmore","TBD","03/13/2025 06:30:14 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108713524,"VK200041755","Gilmore","TBD","03/13/2025 06:47:21 AM","Visa (EMV Contactless)","$1.10","064716","A11($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109817697,"VK200041755","Gilmore","TBD","03/13/2025 10:24:15 AM","Visa (EMV Contactless)","$2.10","102409","A14($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110286759,"VK200041755","Gilmore","TBD","03/13/2025 11:26:40 AM","Visa (EMV Contactless)","$5.30","624592","A01($1.00), A12($2.00), A12($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110550420,"VK200041755","Gilmore","TBD","03/13/2025 11:57:52 AM","Visa (EMV Contactless)","$2.20","627604","A02($1.00), C10($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110684134,"VK200041755","Gilmore","TBD","03/13/2025 12:14:58 PM","MasterCard (EMV Contactless)","$2.20","03353Z","B03($1.00), A08($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110980489,"VK200041755","Gilmore","TBD","03/13/2025 12:56:00 PM","Visa (EMV Contactless)","$1.10","125551","B03($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111207218,"VK200041755","Gilmore","TBD","03/13/2025 01:26:55 PM","Visa (EMV Contactless)","$1.10","132650","B03($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111273030,"VK200041755","Gilmore","TBD","03/13/2025 01:35:40 PM","Visa (EMV Contactless)","$2.10","133533","A13($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111304195,"VK200041755","Gilmore","TBD","03/13/2025 01:40:16 PM","Visa (EMV Contactless)","$2.10","639655","A12($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111595977,"VK200041755","Gilmore","TBD","03/13/2025 02:20:04 PM","MasterCard (EMV Contactless)","$3.80","041946","B01($1.00), A10($1.50), C07($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111654892,"VK200041755","Gilmore","TBD","03/13/2025 02:28:45 PM","Visa (EMV Contactless)","$2.10","142839","A20($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112068539,"VK200041755","Gilmore","TBD","03/13/2025 03:31:17 PM","Visa (EMV Contactless)","$4.30","153055","A18($1.00), A11($1.00), B06($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112338076,"VK200041755","Gilmore","TBD","03/13/2025 04:17:40 PM","Visa (EMV Contactless)","$4.20","034293","A14($2.00), A15($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20107582472,"VK200041766","Starbuck","TBD","03/12/2025 08:32:26 PM","Cash","$1.00",,"A11($1.00)"
"United States Dollars","Cash","Processed",20110693165,"VK200041766","Starbuck","TBD","03/13/2025 12:16:49 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Cash","Processed",20110698559,"VK200041766","Starbuck","TBD","03/13/2025 12:17:29 PM","Cash","$1.00",,"A03($1.00)"
"United States Dollars","Cash","Processed",20111113268,"VK200041766","Starbuck","TBD","03/13/2025 01:13:46 PM","Cash","$2.00",,"A17($2.00)"
"United States Dollars","Cash","Processed",20111131196,"VK200041766","Starbuck","TBD","03/13/2025 01:16:18 PM","Cash","$2.00",,"A17($2.00)"
"United States Dollars","Cash","Processed",20111687520,"VK200041766","Starbuck","TBD","03/13/2025 02:33:28 PM","Cash","$1.00",,"C08($1.00)"
"United States Dollars","Cash","Processed",20112047991,"VK200041766","Starbuck","TBD","03/13/2025 03:28:09 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Cash","Processed",20112053272,"VK200041766","Starbuck","TBD","03/13/2025 03:28:55 PM","Cash","$1.00",,"C10($1.00)"
"United States Dollars","Cash","Processed",20112194008,"VK200041766","Starbuck","TBD","03/13/2025 03:52:56 PM","Cash","$3.00",,"B04($3.00)"
"United States Dollars","Cash","Processed",20112196784,"VK200041766","Starbuck","TBD","03/13/2025 03:53:27 PM","Cash","$1.00",,"A01($1.00)"
"United States Dollars","Cash","Processed",20112417136,"VK200041766","Starbuck","TBD","03/13/2025 04:33:03 PM","Cash","$1.00",,"C10($1.00)"
"United States Dollars","Cash","Processed",20112422259,"VK200041766","Starbuck","TBD","03/13/2025 04:33:55 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Credit","Settled",20109515042,"VK200041766","Starbuck","TBD","03/13/2025 09:35:54 AM","Visa (Swiped)","$1.10","073536","B03($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20111221422,"VK200041766","Starbuck","TBD","03/13/2025 01:28:58 PM","Visa (Swiped)","$1.10","112853","B02($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20112551025,"VK200041766","Starbuck","TBD","03/13/2025 04:59:04 PM","Visa (Swiped)","$3.20","095817","A04($1.00), A15($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20110385069,"VK200041766","Starbuck","TBD","03/13/2025 11:38:05 AM","Visa (Apple Pay Cash EMV)","$1.10","754563","B03($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20112081799,"VK200041766","Starbuck","TBD","03/13/2025 03:33:21 PM","Visa (Apple Pay Cash EMV)","$2.20","773094","C10($1.00), A09($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109241808,"VK200041766","Starbuck","TBD","03/13/2025 08:49:54 AM","Visa (EMV Contactless)","$5.30","295375","A01($1.00), A15($2.00), B06($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109335292,"VK200041766","Starbuck","TBD","03/13/2025 09:05:00 AM","Visa (EMV Contactless)","$2.20","090447","A03($1.00), A11($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109732089,"VK200041766","Starbuck","TBD","03/13/2025 10:10:35 AM","Visa (EMV Contactless)","$1.10","015633","B03($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110217329,"VK200041766","Starbuck","TBD","03/13/2025 11:17:10 AM","Visa (EMV Contactless)","$2.10","013909","A13($2.00), Two-Tier Pricing($0.10)"
